State,Year,Annual_Rainfall
ANDAMAN & NICOBAR ISLANDS,1996,2996.9
ANDAMAN & NICOBAR ISLANDS,1997,2755.1
ANDAMAN & NICOBAR ISLANDS,1998,2846.4
ANDAMAN & NICOBAR ISLANDS,1999,2699.7
ANDAMAN & NICOBAR ISLANDS,2000,2763.1
ANDAMAN & NICOBAR ISLANDS,2001,3080.8
ANDAMAN & NICOBAR ISLANDS,2002,2620.1
ANDAMAN & NICOBAR ISLANDS,2003,2355.7
ANDAMAN & NICOBAR ISLANDS,2004,2460.0
ANDAMAN & NICOBAR ISLANDS,2005,2954.5
ANDAMAN & NICOBAR ISLANDS,2006,2404.7
ANDAMAN & NICOBAR ISLANDS,2007,2748.2
ANDAMAN & NICOBAR ISLANDS,2008,3374.8999999999996
ANDAMAN & NICOBAR ISLANDS,2009,2538.6
ANDAMAN & NICOBAR ISLANDS,2010,3157.1000000000004
ANDAMAN & NICOBAR ISLANDS,2011,3828.0000000000005
ANDAMAN & NICOBAR ISLANDS,2012,3497.6
ANDAMAN & NICOBAR ISLANDS,2013,3757.7000000000003
ANDAMAN & NICOBAR ISLANDS,2014,2622.5
ANDAMAN & NICOBAR ISLANDS,2015,2904.5
ARUNACHAL PRADESH,1916,3018.2
ARUNACHAL PRADESH,1917,3599.0
ARUNACHAL PRADESH,1918,5486.3
ARUNACHAL PRADESH,1919,4693.900000000001
ARUNACHAL PRADESH,1920,4106.7
ARUNACHAL PRADESH,1921,5691.400000000001
ARUNACHAL PRADESH,1922,4187.2
ARUNACHAL PRADESH,1923,3507.5
ARUNACHAL PRADESH,1924,4450.5
ARUNACHAL PRADESH,1925,4439.8
ARUNACHAL PRADESH,1926,3521.6000000000004
ARUNACHAL PRADESH,1927,5253.200000000001
ARUNACHAL PRADESH,1928,5272.700000000001
ARUNACHAL PRADESH,1929,4320.1
ARUNACHAL PRADESH,1930,4334.299999999999
ARUNACHAL PRADESH,1931,4872.099999999999
ARUNACHAL PRADESH,1932,4850.899999999999
ARUNACHAL PRADESH,1933,3773.4
ARUNACHAL PRADESH,1934,4575.6
ARUNACHAL PRADESH,1935,4173.499999999999
ARUNACHAL PRADESH,1936,4788.700000000001
ARUNACHAL PRADESH,1937,3375.1
ARUNACHAL PRADESH,1938,6129.1
ARUNACHAL PRADESH,1939,3898.6
ARUNACHAL PRADESH,1940,4099.5
ARUNACHAL PRADESH,1941,4220.2
ARUNACHAL PRADESH,1942,3828.2999999999997
ARUNACHAL PRADESH,1943,4326.599999999999
ARUNACHAL PRADESH,1944,3904.3
ARUNACHAL PRADESH,1945,3649.2
ARUNACHAL PRADESH,1946,4011.2000000000007
ARUNACHAL PRADESH,1947,4369.099999999999
ARUNACHAL PRADESH,1948,6331.1
ARUNACHAL PRADESH,1949,4874.8
ARUNACHAL PRADESH,1950,2391.2000000000003
ARUNACHAL PRADESH,1951,3354.2999999999997
ARUNACHAL PRADESH,1952,2396.1
ARUNACHAL PRADESH,1953,2580.4000000000005
ARUNACHAL PRADESH,1957,3776.0
ARUNACHAL PRADESH,1958,5063.499999999999
ARUNACHAL PRADESH,1959,4195.5
ARUNACHAL PRADESH,1960,3709.3999999999996
ARUNACHAL PRADESH,1961,3676.5
ARUNACHAL PRADESH,1962,4752.4
ARUNACHAL PRADESH,1963,4138.0
ARUNACHAL PRADESH,1964,4959.299999999999
ARUNACHAL PRADESH,1965,2196.7999999999997
ARUNACHAL PRADESH,1966,2209.7000000000003
ARUNACHAL PRADESH,1967,1668.5
ARUNACHAL PRADESH,1968,2138.9
ARUNACHAL PRADESH,1969,1877.8
ARUNACHAL PRADESH,1970,1973.4
ARUNACHAL PRADESH,1971,2184.6000000000004
ARUNACHAL PRADESH,1972,2281.3000000000006
ARUNACHAL PRADESH,1973,2457.6000000000004
ARUNACHAL PRADESH,1974,3064.0
ARUNACHAL PRADESH,1975,2213.4
ARUNACHAL PRADESH,1976,2419.6
ARUNACHAL PRADESH,1977,3774.4
ARUNACHAL PRADESH,1978,2531.0
ARUNACHAL PRADESH,1979,2773.7
ARUNACHAL PRADESH,1980,3215.4000000000005
ARUNACHAL PRADESH,1981,2790.8
ARUNACHAL PRADESH,1982,2779.4
ARUNACHAL PRADESH,1983,3335.1000000000004
ARUNACHAL PRADESH,1984,3278.1
ARUNACHAL PRADESH,1985,3266.4
ARUNACHAL PRADESH,1986,2495.6
ARUNACHAL PRADESH,1987,3433.2999999999993
ARUNACHAL PRADESH,1988,4155.4
ARUNACHAL PRADESH,1989,3281.7
ARUNACHAL PRADESH,1990,3604.0999999999995
ARUNACHAL PRADESH,1991,3434.5
ARUNACHAL PRADESH,1992,2706.7999999999997
ARUNACHAL PRADESH,1993,3348.899999999999
ARUNACHAL PRADESH,1994,2287.2999999999997
ARUNACHAL PRADESH,1995,3068.7999999999997
ARUNACHAL PRADESH,1996,2520.6
ARUNACHAL PRADESH,1997,2274.9000000000005
ARUNACHAL PRADESH,1998,3616.7
ARUNACHAL PRADESH,1999,2316.7000000000003
ARUNACHAL PRADESH,2000,2596.9
ARUNACHAL PRADESH,2001,2035.9
ARUNACHAL PRADESH,2002,2389.3
ARUNACHAL PRADESH,2003,2451.7
ARUNACHAL PRADESH,2004,2545.7999999999997
ARUNACHAL PRADESH,2005,2335.5000000000005
ARUNACHAL PRADESH,2006,2259.399999999999
ARUNACHAL PRADESH,2007,3020.6000000000004
ARUNACHAL PRADESH,2008,2244.4999999999995
ARUNACHAL PRADESH,2009,1750.0000000000002
ARUNACHAL PRADESH,2010,2855.5999999999995
ARUNACHAL PRADESH,2011,2193.5999999999995
ARUNACHAL PRADESH,2012,3440.4999999999995
ARUNACHAL PRADESH,2013,2042.8999999999999
ARUNACHAL PRADESH,2014,2403.0999999999995
ARUNACHAL PRADESH,2015,2767.5
ASSAM & MEGHALAYA,1901,2498.6999999999994
ASSAM & MEGHALAYA,1902,2952.1000000000004
ASSAM & MEGHALAYA,1903,2544.6000000000004
ASSAM & MEGHALAYA,1904,2664.2000000000003
ASSAM & MEGHALAYA,1905,2790.7000000000003
ASSAM & MEGHALAYA,1906,2663.1999999999994
ASSAM & MEGHALAYA,1907,2521.3
ASSAM & MEGHALAYA,1908,2277.8
ASSAM & MEGHALAYA,1909,2377.0
ASSAM & MEGHALAYA,1910,2887.2999999999997
ASSAM & MEGHALAYA,1911,3096.1000000000004
ASSAM & MEGHALAYA,1912,2743.4
ASSAM & MEGHALAYA,1913,2760.5
ASSAM & MEGHALAYA,1914,2343.9
ASSAM & MEGHALAYA,1915,3165.2000000000003
ASSAM & MEGHALAYA,1916,2601.0000000000005
ASSAM & MEGHALAYA,1917,2520.0
ASSAM & MEGHALAYA,1918,3106.7999999999997
ASSAM & MEGHALAYA,1919,2344.1
ASSAM & MEGHALAYA,1920,2623.7000000000003
ASSAM & MEGHALAYA,1921,2999.5
ASSAM & MEGHALAYA,1922,2262.0000000000005
ASSAM & MEGHALAYA,1923,2440.3999999999996
ASSAM & MEGHALAYA,1924,2691.6
ASSAM & MEGHALAYA,1925,2550.5
ASSAM & MEGHALAYA,1926,2511.6
ASSAM & MEGHALAYA,1927,2792.8999999999996
ASSAM & MEGHALAYA,1928,2634.1
ASSAM & MEGHALAYA,1929,2953.7999999999997
ASSAM & MEGHALAYA,1930,2550.8
ASSAM & MEGHALAYA,1931,2800.1
ASSAM & MEGHALAYA,1932,2888.6000000000004
ASSAM & MEGHALAYA,1933,2339.0999999999995
ASSAM & MEGHALAYA,1934,3074.8000000000006
ASSAM & MEGHALAYA,1935,2678.5
ASSAM & MEGHALAYA,1936,2671.2999999999997
ASSAM & MEGHALAYA,1937,2324.6000000000004
ASSAM & MEGHALAYA,1938,2786.5
ASSAM & MEGHALAYA,1939,2401.5
ASSAM & MEGHALAYA,1940,2451.7
ASSAM & MEGHALAYA,1941,2709.4
ASSAM & MEGHALAYA,1942,2677.1000000000004
ASSAM & MEGHALAYA,1943,2703.7999999999997
ASSAM & MEGHALAYA,1944,2524.3999999999996
ASSAM & MEGHALAYA,1945,2665.7
ASSAM & MEGHALAYA,1946,2679.5000000000005
ASSAM & MEGHALAYA,1947,2643.2
ASSAM & MEGHALAYA,1948,3185.5
ASSAM & MEGHALAYA,1949,2983.3
ASSAM & MEGHALAYA,1950,2392.4
ASSAM & MEGHALAYA,1951,2613.8999999999996
ASSAM & MEGHALAYA,1952,2851.2999999999993
ASSAM & MEGHALAYA,1953,2560.0
ASSAM & MEGHALAYA,1954,2859.2000000000003
ASSAM & MEGHALAYA,1955,2761.2000000000003
ASSAM & MEGHALAYA,1956,2802.9000000000005
ASSAM & MEGHALAYA,1957,2256.9999999999995
ASSAM & MEGHALAYA,1958,2626.5
ASSAM & MEGHALAYA,1959,2535.7000000000003
ASSAM & MEGHALAYA,1960,2342.2000000000003
ASSAM & MEGHALAYA,1961,2195.4
ASSAM & MEGHALAYA,1962,2296.0
ASSAM & MEGHALAYA,1963,2511.6999999999994
ASSAM & MEGHALAYA,1964,2729.7000000000003
ASSAM & MEGHALAYA,1965,2398.9000000000005
ASSAM & MEGHALAYA,1966,2789.3
ASSAM & MEGHALAYA,1967,2123.2999999999997
ASSAM & MEGHALAYA,1968,2530.8
ASSAM & MEGHALAYA,1969,2332.3
ASSAM & MEGHALAYA,1970,3048.5
ASSAM & MEGHALAYA,1971,2315.1
ASSAM & MEGHALAYA,1972,2379.1000000000004
ASSAM & MEGHALAYA,1973,2672.1
ASSAM & MEGHALAYA,1974,3403.6
ASSAM & MEGHALAYA,1975,2270.6
ASSAM & MEGHALAYA,1976,1955.9999999999998
ASSAM & MEGHALAYA,1977,2616.7000000000003
ASSAM & MEGHALAYA,1978,2011.8
ASSAM & MEGHALAYA,1979,2188.4
ASSAM & MEGHALAYA,1980,2289.2
ASSAM & MEGHALAYA,1981,2079.3
ASSAM & MEGHALAYA,1982,2382.3
ASSAM & MEGHALAYA,1983,2620.2
ASSAM & MEGHALAYA,1984,3156.8999999999996
ASSAM & MEGHALAYA,1985,2801.7
ASSAM & MEGHALAYA,1986,2592.7000000000003
ASSAM & MEGHALAYA,1987,2921.6000000000004
ASSAM & MEGHALAYA,1988,3261.7000000000003
ASSAM & MEGHALAYA,1989,2682.3
ASSAM & MEGHALAYA,1990,2771.2
ASSAM & MEGHALAYA,1991,2838.0
ASSAM & MEGHALAYA,1992,2259.7000000000003
ASSAM & MEGHALAYA,1993,2879.2
ASSAM & MEGHALAYA,1994,2121.3
ASSAM & MEGHALAYA,1995,2885.9999999999995
ASSAM & MEGHALAYA,1996,2466.7999999999997
ASSAM & MEGHALAYA,1997,2372.2000000000003
ASSAM & MEGHALAYA,1998,2803.100000000001
ASSAM & MEGHALAYA,1999,2594.1
ASSAM & MEGHALAYA,2000,2486.8
ASSAM & MEGHALAYA,2001,2178.6000000000004
ASSAM & MEGHALAYA,2002,2392.6
ASSAM & MEGHALAYA,2003,2434.2000000000003
ASSAM & MEGHALAYA,2004,2994.2
ASSAM & MEGHALAYA,2005,2468.2000000000003
ASSAM & MEGHALAYA,2006,1898.6999999999998
ASSAM & MEGHALAYA,2007,2752.6999999999994
ASSAM & MEGHALAYA,2008,2339.6
ASSAM & MEGHALAYA,2009,2068.2
ASSAM & MEGHALAYA,2010,2711.3999999999996
ASSAM & MEGHALAYA,2011,1743.5
ASSAM & MEGHALAYA,2012,2609.4
ASSAM & MEGHALAYA,2013,1816.5
ASSAM & MEGHALAYA,2014,2206.2
ASSAM & MEGHALAYA,2015,2471.0
NAGA MANI MIZO TRIPURA,1901,2168.2999999999997
NAGA MANI MIZO TRIPURA,1902,2174.9
NAGA MANI MIZO TRIPURA,1903,2230.8999999999996
NAGA MANI MIZO TRIPURA,1904,2519.6000000000004
NAGA MANI MIZO TRIPURA,1905,2527.5
NAGA MANI MIZO TRIPURA,1906,2514.5
NAGA MANI MIZO TRIPURA,1907,2121.8
NAGA MANI MIZO TRIPURA,1908,2319.2
NAGA MANI MIZO TRIPURA,1909,2308.7999999999997
NAGA MANI MIZO TRIPURA,1910,2268.1
NAGA MANI MIZO TRIPURA,1911,2479.8
NAGA MANI MIZO TRIPURA,1912,2308.9
NAGA MANI MIZO TRIPURA,1913,2613.0999999999995
NAGA MANI MIZO TRIPURA,1914,2529.1000000000004
NAGA MANI MIZO TRIPURA,1915,2819.8999999999996
NAGA MANI MIZO TRIPURA,1916,2554.9
NAGA MANI MIZO TRIPURA,1917,2222.2000000000003
NAGA MANI MIZO TRIPURA,1918,3013.2000000000003
NAGA MANI MIZO TRIPURA,1919,2048.1
NAGA MANI MIZO TRIPURA,1920,2375.7
NAGA MANI MIZO TRIPURA,1921,2638.2
NAGA MANI MIZO TRIPURA,1922,2462.7000000000003
NAGA MANI MIZO TRIPURA,1923,2685.4999999999995
NAGA MANI MIZO TRIPURA,1924,2701.6999999999994
NAGA MANI MIZO TRIPURA,1925,2447.3999999999996
NAGA MANI MIZO TRIPURA,1926,2463.2
NAGA MANI MIZO TRIPURA,1927,2887.3
NAGA MANI MIZO TRIPURA,1928,2472.4
NAGA MANI MIZO TRIPURA,1929,2859.4
NAGA MANI MIZO TRIPURA,1930,2487.4
NAGA MANI MIZO TRIPURA,1931,2461.2000000000003
NAGA MANI MIZO TRIPURA,1932,2761.8
NAGA MANI MIZO TRIPURA,1933,2451.7999999999997
NAGA MANI MIZO TRIPURA,1934,3040.8000000000006
NAGA MANI MIZO TRIPURA,1935,2543.2999999999997
NAGA MANI MIZO TRIPURA,1936,2917.2000000000003
NAGA MANI MIZO TRIPURA,1937,2741.7000000000003
NAGA MANI MIZO TRIPURA,1938,2971.6999999999994
NAGA MANI MIZO TRIPURA,1939,2608.4
NAGA MANI MIZO TRIPURA,1940,2526.8999999999996
NAGA MANI MIZO TRIPURA,1941,2966.1
NAGA MANI MIZO TRIPURA,1942,2680.8
NAGA MANI MIZO TRIPURA,1943,2428.0
NAGA MANI MIZO TRIPURA,1944,2877.2
NAGA MANI MIZO TRIPURA,1945,3051.8000000000006
NAGA MANI MIZO TRIPURA,1946,3036.1
NAGA MANI MIZO TRIPURA,1947,3210.499999999999
NAGA MANI MIZO TRIPURA,1948,2822.0
NAGA MANI MIZO TRIPURA,1949,2976.3
NAGA MANI MIZO TRIPURA,1950,2422.9
NAGA MANI MIZO TRIPURA,1951,2609.4
NAGA MANI MIZO TRIPURA,1952,2810.8999999999996
NAGA MANI MIZO TRIPURA,1953,2661.7
NAGA MANI MIZO TRIPURA,1954,2904.9999999999995
NAGA MANI MIZO TRIPURA,1955,2865.2999999999997
NAGA MANI MIZO TRIPURA,1956,3022.7000000000003
NAGA MANI MIZO TRIPURA,1957,2303.9
NAGA MANI MIZO TRIPURA,1958,1968.5
NAGA MANI MIZO TRIPURA,1959,2327.6
NAGA MANI MIZO TRIPURA,1960,1800.0
NAGA MANI MIZO TRIPURA,1961,1901.2
NAGA MANI MIZO TRIPURA,1962,1822.5000000000002
NAGA MANI MIZO TRIPURA,1963,2969.9999999999995
NAGA MANI MIZO TRIPURA,1964,2328.8
NAGA MANI MIZO TRIPURA,1965,2031.0
NAGA MANI MIZO TRIPURA,1966,2478.7
NAGA MANI MIZO TRIPURA,1967,2230.0
NAGA MANI MIZO TRIPURA,1968,2110.0
NAGA MANI MIZO TRIPURA,1969,3610.1
NAGA MANI MIZO TRIPURA,1970,4316.3
NAGA MANI MIZO TRIPURA,1971,3080.9
NAGA MANI MIZO TRIPURA,1972,1353.9
NAGA MANI MIZO TRIPURA,1973,2106.1
NAGA MANI MIZO TRIPURA,1974,2329.6000000000004
NAGA MANI MIZO TRIPURA,1975,2209.8
NAGA MANI MIZO TRIPURA,1976,2651.2999999999997
NAGA MANI MIZO TRIPURA,1977,2358.6
NAGA MANI MIZO TRIPURA,1978,2150.6
NAGA MANI MIZO TRIPURA,1979,1749.2000000000003
NAGA MANI MIZO TRIPURA,1980,2304.8999999999996
NAGA MANI MIZO TRIPURA,1981,2072.3
NAGA MANI MIZO TRIPURA,1982,2027.5
NAGA MANI MIZO TRIPURA,1983,2588.0999999999995
NAGA MANI MIZO TRIPURA,1984,2454.0
NAGA MANI MIZO TRIPURA,1985,2105.3
NAGA MANI MIZO TRIPURA,1986,2342.2
NAGA MANI MIZO TRIPURA,1987,2361.2
NAGA MANI MIZO TRIPURA,1988,2820.2000000000003
NAGA MANI MIZO TRIPURA,1989,2359.1000000000004
NAGA MANI MIZO TRIPURA,1990,2582.2
NAGA MANI MIZO TRIPURA,1991,2851.9000000000005
NAGA MANI MIZO TRIPURA,1992,2221.5
NAGA MANI MIZO TRIPURA,1993,2881.7000000000003
NAGA MANI MIZO TRIPURA,1994,1712.5
NAGA MANI MIZO TRIPURA,1995,2340.0999999999995
NAGA MANI MIZO TRIPURA,1996,2194.6
NAGA MANI MIZO TRIPURA,1997,2212.1000000000004
NAGA MANI MIZO TRIPURA,1998,2225.4000000000005
NAGA MANI MIZO TRIPURA,1999,2232.9
NAGA MANI MIZO TRIPURA,2000,2363.8999999999996
NAGA MANI MIZO TRIPURA,2001,2149.2
NAGA MANI MIZO TRIPURA,2002,2242.4
NAGA MANI MIZO TRIPURA,2003,2162.2999999999997
NAGA MANI MIZO TRIPURA,2004,2353.7000000000003
NAGA MANI MIZO TRIPURA,2005,1836.6999999999996
NAGA MANI MIZO TRIPURA,2006,1872.2
NAGA MANI MIZO TRIPURA,2007,2538.2999999999997
NAGA MANI MIZO TRIPURA,2008,1748.9000000000003
NAGA MANI MIZO TRIPURA,2009,1737.6999999999998
NAGA MANI MIZO TRIPURA,2010,2295.2
NAGA MANI MIZO TRIPURA,2011,1892.2
NAGA MANI MIZO TRIPURA,2012,1923.0000000000002
NAGA MANI MIZO TRIPURA,2013,1557.1000000000001
NAGA MANI MIZO TRIPURA,2014,1599.8999999999999
NAGA MANI MIZO TRIPURA,2015,1922.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1901,2113.1000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1902,3180.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1903,2404.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1904,2169.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1905,3004.9999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1906,2617.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1907,2530.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1908,1988.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1909,2670.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1910,3046.0999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1911,3194.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1912,2793.7000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1913,2934.8999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1914,2414.3000000000006
SUB HIMALAYAN WEST BENGAL & SIKKIM,1915,2505.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1916,3476.7999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1917,2841.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1918,2981.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1919,2544.3999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1920,2884.0999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1921,3513.2999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1922,3001.7
SUB HIMALAYAN WEST BENGAL & SIKKIM,1923,2488.8999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1924,2950.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1925,2886.5000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1926,2637.6000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1927,2732.2000000000007
SUB HIMALAYAN WEST BENGAL & SIKKIM,1928,2869.0000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1929,2931.3
SUB HIMALAYAN WEST BENGAL & SIKKIM,1930,2184.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1931,2876.4
SUB HIMALAYAN WEST BENGAL & SIKKIM,1932,2715.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1933,2514.1
SUB HIMALAYAN WEST BENGAL & SIKKIM,1934,2612.9000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1935,2785.1000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1936,2660.2999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1937,2568.2999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1938,3249.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1939,2591.0000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1940,2320.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1941,2717.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1942,2365.2999999999997
SUB HIMALAYAN WEST BENGAL & SIKKIM,1943,2917.6000000000004
SUB HIMALAYAN WEST BENGAL & SIKKIM,1944,2583.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1945,2755.4000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1946,2768.3999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1947,2534.2
SUB HIMALAYAN WEST BENGAL & SIKKIM,1948,2936.5000000000005
SUB HIMALAYAN WEST BENGAL & SIKKIM,1949,3287.6
SUB HIMALAYAN WEST BENGAL & SIKKIM,1950,2762.5999999999995
SUB HIMALAYAN WEST BENGAL & SIKKIM,1951,2683.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1952,3270.9
SUB HIMALAYAN WEST BENGAL & SIKKIM,1953,2594.0
SUB HIMALAYAN WEST BENGAL & SIKKIM,1954,3055.7000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1955,2992.8
SUB HIMALAYAN WEST BENGAL & SIKKIM,1956,2885.3999999999996
SUB HIMALAYAN WEST BENGAL & SIKKIM,1957,2225.5
SUB HIMALAYAN WEST BENGAL & SIKKIM,1958,2820.2000000000003
SUB HIMALAYAN WEST BENGAL & SIKKIM,1959,2580.2
